identifier,phrog,product,function
phage_4112,p-1530,DNA methyltransferase,other
phage_4113,p-2123,recombinase,other
phage_4114,p-8460,tail fiber protein,tail
phage_4115,p-565,holin,lysis
phage_4116,p-1216,portal protein,head and packaging
phage_4117,p-2640,zinc containing alcohol dehydrogenase superfamily,other
phage_4118,p-687,structural protein,head and packaging
phage_4119,p-24456,tail fiber protein,tail
phage_4120,p-3820,DNA methyltransferase,other
phage_4121,p-3336,tail length tape measure protein,tail
phage_4122,p-37569,major head protein,head and packaging
phage_4123,p-11393,tail fiber protein,tail
phage_4124,p-812,Rz-like spanin,lysis
phage_4125,p-6386,transcription antiterminator,transcription regulation
phage_4126,p-4211,tail length tape measure protein,tail
phage_4127,p-95,integrase,integration and excision
phage_4128,p-1994,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4129,p-430,baseplate hub subunit and tail lysozyme,tail
phage_4130,p-342,internal virion protein with endolysin domain,head and packaging
phage_4131,p-8156,methyltransferase,other
phage_4132,p-1135,baseplate hub,tail
phage_4133,p-3995,tail protein,tail
phage_4134,p-16880,endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4135,p-517,HTH DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4136,p-6651,internal virion protein,head and packaging
phage_4137,p-5,tail completion or Neck1 protein,connector
phage_4138,p-1482,terminase small subunit,head and packaging
phage_4139,p-21704,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_4140,p-280,virion structural protein,head and packaging
phage_4141,p-6002,virion structural protein,head and packaging
phage_4142,p-1026,Rz-like spanin,lysis
phage_4143,p-4151,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4144,p-16,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4145,p-1423,Reverse transcriptase,"DNA, RNA and nucleotide metabolism"
phage_4146,p-217,holin,lysis
phage_4147,p-64,portal protein,head and packaging
phage_4148,p-6223,transcriptional repressor,transcription regulation
phage_4149,p-2013,lytic tail protein,tail
phage_4150,p-111,DNA methyltransferase,other
phage_4151,p-3287,virion structural protein,head and packaging
phage_4152,p-36,transcriptional regulator,transcription regulation
phage_4153,p-1297,ATPase,other
phage_4154,p-32572,,unknown function
phage_4155,p-18345,tail fiber protein,tail
phage_4156,p-40,head-tail adaptor Ad1,connector
phage_4157,p-4795,nuclear shell protein,"DNA, RNA and nucleotide metabolism"
phage_4158,p-4211,tail length tape measure protein,tail
phage_4159,p-7498,DnaD-like helicase loader,"DNA, RNA and nucleotide metabolism"
phage_4160,p-2324,Erf-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_4161,p-3758,virion structural protein,head and packaging
phage_4162,p-3737,tail fiber protein,tail
phage_4163,p-101,CII-like transcriptional activator,transcription regulation
phage_4164,p-366,tail fiber protein,tail
phage_4165,p-876,transcriptional repressor,transcription regulation
phage_4166,p-5616,tail fiber protein,tail
phage_4167,p-1858,tail fiber protein,tail
phage_4168,p-18345,tail fiber protein,tail
phage_4169,p-19976,tail assembly protein,tail
phage_4170,p-7625,head morphogenesis,head and packaging
phage_4171,p-1800,tail collar fiber protein,tail
phage_4172,p-9959,tail length tape measure protein,tail
phage_4173,p-2126,tail fiber protein,tail
phage_4174,p-1297,ATPase,other
phage_4175,p-18,minor tail protein,tail
phage_4176,p-3953,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4177,p-100,SbcD-like subunit of palindrome specific endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4178,p-17885,tail fiber protein,tail
phage_4179,p-6429,,unknown function
phage_4180,p-2579,ParB C-terminal domain,"DNA, RNA and nucleotide metabolism"
phage_4181,p-598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_4182,p-684,virion structural protein,head and packaging
phage_4183,p-27166,tail length tape measure protein,tail
phage_4184,p-6651,internal virion protein,head and packaging
phage_4185,p-5668,tail fiber protein,tail
phage_4186,p-140,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_4187,p-1967,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4188,p-4932,single strand DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4189,p-5558,Lar-like restriction alleviation protein,"moron, auxiliary metabolic gene and host takeover"
phage_4190,p-2354,DNA condensation,"DNA, RNA and nucleotide metabolism"
phage_4191,p-1936,MazF-like growth inhibitor,"moron, auxiliary metabolic gene and host takeover"
phage_4192,p-1533,tail length tape measure protein,tail
phage_4193,p-6121,virion structural protein,head and packaging
phage_4194,p-1156,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_4195,p-66,excisionase and transcriptional regulator,integration and excision
phage_4196,p-1468,transcriptional repressor,transcription regulation
phage_4197,p-79,anti-termination protein Q-like,transcription regulation
phage_4198,p-876,transcriptional repressor,transcription regulation
phage_4199,p-256,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4200,p-328,head maturation protease,head and packaging
phage_4201,p-28289,,unknown function
phage_4202,p-6921,tail fiber protein,tail
phage_4203,p-7,endolysin,lysis
phage_4204,p-891,terminase small subunit,head and packaging
phage_4205,p-333,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4206,p-1300,excisionase,integration and excision
phage_4207,p-3282,sigma factor,transcription regulation
phage_4208,p-13484,virion structural protein,head and packaging
phage_4209,p-2097,tail fiber protein,tail
phage_4210,p-21388,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4211,p-220,minor head protein and DNA pilot,head and packaging
phage_4212,p-4636,tail spike protein,tail
phage_4213,p-2000,,unknown function
phage_4214,p-8462,tail length tape measure protein,tail
phage_4215,p-37651,virion structural protein,head and packaging
phage_4216,p-10754,,unknown function
phage_4217,p-27171,hydrolase,other
phage_4218,p-8260,virion structural protein,head and packaging
phage_4219,p-315,endolysin,lysis
phage_4220,p-13712,holin,lysis
phage_4221,p-770,DNA transfer protein,other
phage_4222,p-5668,tail fiber protein,tail
phage_4223,p-673,head scaffolding protein,head and packaging
phage_4224,p-18345,tail fiber protein,tail
phage_4225,p-33693,portal protein,head and packaging
phage_4226,p-5795,tail protein,tail
phage_4227,p-274,DNA endonuclease V,"DNA, RNA and nucleotide metabolism"
phage_4228,p-399,structural protein,head and packaging
phage_4229,p-18802,virion structural protein,head and packaging
phage_4230,p-2234,tail spike protein,tail
phage_4231,p-115,minor head protein,head and packaging
phage_4232,p-863,tail fiber assembly,tail
phage_4233,p-578,head closure Hc3,connector
phage_4234,p-11445,minor tail protein,tail
phage_4235,p-17587,tail fiber protein,tail
phage_4236,p-11172,virion structural protein,head and packaging
phage_4237,p-12925,tail protein,tail
phage_4238,p-6416,tail protein,tail
phage_4239,p-2443,amidoligase enzyme,other
phage_4240,p-23804,virion structural protein,head and packaging
phage_4241,p-56,DNA methyltransferase,other
phage_4242,p-1841,Abi alpha-like abortive infection mechanism,"moron, auxiliary metabolic gene and host takeover"
phage_4243,p-15962,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_4244,p-697,structural protein,head and packaging
phage_4245,p-6958,virion structural protein,head and packaging
phage_4246,p-1922,baseplate hub subunit and tail lysozyme,tail
phage_4247,p-14357,,unknown function
phage_4248,p-1037,virion structural protein,head and packaging
phage_4249,p-2466,Rz-like spanin,lysis
phage_4250,p-9284,holin,lysis
phage_4251,p-1004,virion structural protein,head and packaging
phage_4252,p-803,host nuclease inhibitor,"moron, auxiliary metabolic gene and host takeover"
phage_4253,p-4681,antitoxin from a toxin-antitoxin system,"moron, auxiliary metabolic gene and host takeover"
phage_4254,p-11693,pilot protein for DNA ejection,tail
phage_4255,p-2589,tail protein,tail
phage_4256,p-684,virion structural protein,head and packaging
phage_4257,p-338,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4258,p-37651,virion structural protein,head and packaging
phage_4259,p-6002,virion structural protein,head and packaging
phage_4260,p-671,nucleotide pyrophosphohydrolase,other
phage_4261,p-812,Rz-like spanin,lysis
phage_4262,p-2466,Rz-like spanin,lysis
phage_4263,p-5939,tail protein,tail
phage_4264,p-5,tail completion or Neck1 protein,connector
phage_4265,p-873,endolysin,head and packaging
phage_4266,p-138,major head protein,head and packaging
phage_4267,p-5107,amidase,lysis
phage_4268,p-239,DNA primase/helicase,"DNA, RNA and nucleotide metabolism"
phage_4269,p-8093,,unknown function
phage_4270,p-1337,DNA binding protein,"DNA, RNA and nucleotide metabolism"
phage_4271,p-5989,terminase large subunit,head and packaging
phage_4272,p-497,toxin-antitoxin system HicB-like,"moron, auxiliary metabolic gene and host takeover"
phage_4273,p-561,RecT-like ssDNA annealing protein,"DNA, RNA and nucleotide metabolism"
phage_4274,p-20556,baseplate protein,tail
phage_4275,p-18345,tail fiber protein,tail
phage_4276,p-3377,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4277,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_4278,p-8125,tail length tape measure protein,tail
phage_4279,p-5668,tail fiber protein,tail
phage_4280,p-4898,holin,lysis
phage_4281,p-873,endolysin,head and packaging
phage_4282,p-530,head maturation protease,head and packaging
phage_4283,p-1623,virion structural protein,head and packaging
phage_4284,p-445,terminase small subunit,head and packaging
phage_4285,p-2071,ATPase,other
phage_4286,p-69,exonuclease,"DNA, RNA and nucleotide metabolism"
phage_4287,p-198,holin,lysis
phage_4288,p-551,DNA topoisomerase II,"DNA, RNA and nucleotide metabolism"
phage_4289,p-353,toxin,"moron, auxiliary metabolic gene and host takeover"
phage_4290,p-947,DNA polymerase processivity factor,"DNA, RNA and nucleotide metabolism"
phage_4291,p-11023,homing endonuclease with LAGLIDADG motif,"DNA, RNA and nucleotide metabolism"
phage_4292,p-47,DNA primase,"DNA, RNA and nucleotide metabolism"
phage_4293,p-979,terminase large subunit,head and packaging
phage_4294,p-14349,membrane protein,"moron, auxiliary metabolic gene and host takeover"
phage_4295,p-67,DNA methyltransferase,other
phage_4296,p-6651,internal virion protein,head and packaging
phage_4297,p-1143,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4298,p-156,portal protein,head and packaging
phage_4299,p-2429,involved in bacteriocin production or immunity,"moron, auxiliary metabolic gene and host takeover"
phage_4300,p-23013,tail length tape measure protein,tail
phage_4301,p-4285,transposase,integration and excision
phage_4302,p-9690,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4303,p-3188,co-chaperonin GroES,other
phage_4304,p-85,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_4305,p-203,baseplate wedge subunit,tail
phage_4306,p-11699,minor tail protein,tail
phage_4307,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_4308,p-532,late transcriptional activator,transcription regulation
phage_4309,p-36,transcriptional regulator,transcription regulation
phage_4310,p-324,head morphogenesis,head and packaging
phage_4311,p-863,tail fiber assembly,tail
phage_4312,p-3007,RusA-like Holliday junction resolvase,"DNA, RNA and nucleotide metabolism"
phage_4313,p-17610,tail sheath,tail
phage_4314,p-3600,antimicrobial peptide resistance and lipid A acylation protein PagP,"moron, auxiliary metabolic gene and host takeover"
phage_4315,p-14808,,unknown function
phage_4316,p-8125,tail length tape measure protein,tail
phage_4317,p-32829,tail fiber protein,tail
phage_4318,p-559,HNH endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4319,p-34605,minor tail protein,tail
phage_4320,p-3001,Rz-like spanin,lysis
phage_4321,p-1679,,unknown function
phage_4322,p-2205,Mu Gam-like end protection,"DNA, RNA and nucleotide metabolism"
phage_4323,p-329,minor tail protein,tail
phage_4324,p-12,portal protein,head and packaging
phage_4325,p-7878,bifunctional heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase,other
phage_4326,p-1497,portal protein,head and packaging
phage_4327,p-15641,tail fiber protein,tail
phage_4328,p-160,thymidylate synthase,"DNA, RNA and nucleotide metabolism"
phage_4329,p-226,minor tail protein,tail
phage_4330,p-10089,DarB-like antirestriction,"moron, auxiliary metabolic gene and host takeover"
phage_4331,p-24595,virion structural protein,head and packaging
phage_4332,p-4790,host RecBCD nuclease inhibitor,"moron, auxiliary metabolic gene and host takeover"
phage_4333,p-8198,,unknown function
phage_4334,p-836,late transcriptional activator,transcription regulation
phage_4335,p-8315,,unknown function
phage_4336,p-20006,,unknown function
phage_4337,p-6651,internal virion protein,head and packaging
phage_4338,p-3282,sigma factor,transcription regulation
phage_4339,p-25898,major head protein,head and packaging
phage_4340,p-2841,minor head protein,head and packaging
phage_4341,p-1967,DNA helicase,"DNA, RNA and nucleotide metabolism"
phage_4342,p-4201,tail fiber protein,tail
phage_4343,p-66,excisionase and transcriptional regulator,integration and excision
phage_4344,p-6681,terminase large subunit,head and packaging
phage_4345,p-14488,DNA methyltransferase,other
phage_4346,p-193,head maturation protease,head and packaging
phage_4347,p-290,minor tail protein,tail
phage_4348,p-19540,,unknown function
phage_4349,p-3817,tail chaperonin,tail
phage_4350,p-5,tail completion or Neck1 protein,connector
phage_4351,p-675,terminase large subunit,head and packaging
phage_4352,p-391,replication initiation O-like,"DNA, RNA and nucleotide metabolism"
phage_4353,p-9526,terminase large subunit,head and packaging
phage_4354,p-1373,transcriptional regulator,transcription regulation
phage_4355,p-80,head maturation protease,head and packaging
phage_4356,p-991,tail length tape measure protein,tail
phage_4357,p-1468,transcriptional repressor,transcription regulation
phage_4358,p-21789,virion structural protein,head and packaging
phage_4359,p-655,homing endonuclease,"DNA, RNA and nucleotide metabolism"
phage_4360,p-138,major head protein,head and packaging
phage_4361,p-598,DNA ejection,"DNA, RNA and nucleotide metabolism"
phage_4362,p-8510,virion structural protein,head and packaging
phage_4363,p-19195,virion structural protein,head and packaging
phage_4364,p-226,minor tail protein,tail
phage_4365,p-2865,,unknown function
phage_4366,p-5795,tail protein,tail
phage_4367,p-533,portal protein,head and packaging
phage_4368,p-13211,baseplate hub subunit and tail lysozyme,tail
phage_4369,p-1221,,unknown function
phage_4370,p-563,virion structural protein,head and packaging
phage_4371,p-2589,tail protein,tail
phage_4372,p-228,Arc-like repressor,transcription regulation
phage_4373,p-376,tail protein,tail
phage_4374,p-25171,,unknown function
